T_us,PCRB,GN,DU
50.0,0.03926929653391892,0.04591114495125051,0.06319658874797145
100.0,0.02746545085222253,0.032761282472547316,0.04792732000594842
200.0,0.020051612169371076,0.023665345820030027,0.0344786531772302
400.0,0.014766000187978879,0.017417047553378192,0.02496720078191838
