SNR,EKF_mean,EKF_sem,IEKF-4_mean,IEKF-4_sem,GN-6_mean,GN-6_sem,DU-tun-6_mean,DU-tun-6_sem
0,28.239583333333332,0.6967762500620001,24.490625,0.5709348297845483,23.661458333333332,0.4543933298909892,25.029947916666668,0.46866811833067146
5,18.709375,0.8944994763279862,12.96484375,0.5235438260065398,10.483072916666666,0.4231116268820874,12.0765625,0.4194504015052514
10,14.863802083333333,0.9773071940697995,7.099479166666667,0.39260987612295545,4.289322916666666,0.30833036037535394,3.99140625,0.24400314879339927
15,15.019791666666666,1.0326351790684687,4.323958333333334,0.2618017160509057,2.6223958333333335,0.23933363724325912,0.5760416666666667,0.08749762314893453
20,14.680208333333333,0.8889858311666425,3.7471354166666666,0.30788288009667925,2.1578125,0.20265082207028884,0.18776041666666668,0.061996106024344085
