phi_scale,mean,std
0.5,0.610174215615849,0.029733244054502457
1.0,0.4618979668518728,0.021357216148893052
1.5,0.37641123372222723,0.015921398239190726
2.0,0.361791251101038,0.014177237905942249
2.5,1.641216513505905,0.02802513156695896
3.0,1.9006987875642565,0.03196281706550341
