phi_scale,mean,std
0.5,0.6067108423334947,0.029435738263825187
1.0,0.4596012257850564,0.021291995577272627
1.5,0.373119087822239,0.015821116012276006
2.0,0.3824343133330947,0.013022756639131381
2.5,1.6484508431433558,0.021837642408815177
3.0,1.875598049631947,0.03347749639310032
