data_type,frame,is_slip_frame,mean,median,method,n_samples,n_t,p90,p95,p99,phi_DU,phi_EKF,phi_GN6,phi_IEKF4,phi_true,seed,sqrt_pcrb_nu,sqrt_pcrb_phi,sqrt_pcrb_tau,std
recovery_time,,,3.3867924528301887,3.0,EKF,212,,,,,,,,,,,,,,1.876220381295418
recovery_time,,,0.75,1.0,IEKF-4,212,,,,,,,,,,,,,,0.5817588815191523
recovery_time,,,0.2830188679245283,0.0,GN-6,212,,,,,,,,,,,,,,0.47094279148485607
recovery_time,,,0.07075471698113207,0.0,DU-tun-6,212,,,,,,,,,,,,,,0.2564146778288091
phase_tracking,0,False,,,,,,,,,-0.021130688783203233,-0.01174418472357841,-0.025023602670732892,-0.02517844529865565,0.0,42,,,,
phase_tracking,1,False,,,,,,,,,0.2588836011144351,0.2548656707116601,0.25298830026561925,0.24759772739022567,0.2164484379271201,42,,,,
phase_tracking,2,False,,,,,,,,,0.5149497497124953,0.5124647737677965,0.5112255436417805,0.5116176243981072,0.4548708208450414,42,,,,
phase_tracking,3,False,,,,,,,,,0.6859448310267648,0.6855240592411711,0.6819781700177252,0.6816876799817311,0.6372614826759526,42,,,,
phase_tracking,4,False,,,,,,,,,0.8787935156451381,0.8816454165845418,0.875722220397293,0.8751764479074966,0.8872810741905273,42,,,,
phase_tracking,5,False,,,,,,,,,1.3585066006606068,1.3514637624706047,1.3575068255883833,1.3570172806182965,1.3378806899857105,42,,,,
phase_tracking,6,False,,,,,,,,,1.7544008250791938,1.7567085758252095,1.7547389377088694,1.7544857830865208,1.6936690300270127,42,,,,
phase_tracking,7,False,,,,,,,,,2.334636109311205,2.3140805504727275,2.336120472354157,2.337994666695815,2.3442607466664462,42,,,,
phase_tracking,8,False,,,,,,,,,2.7218118679094836,2.7248567641797257,2.724473118253038,2.7271642613451093,2.775200459415748,42,,,,
phase_tracking,9,True,,,,,,,,,-0.14785641010866435,2.9519719557183883,0.3546501863811766,2.0610105160019128,0.014006841357751654,42,,,,
phase_tracking,10,False,,,,,,,,,0.21929589318902876,-3.131038848689812,0.2361739200041164,0.29296893740599383,0.21354735511323497,42,,,,
phase_tracking,11,False,,,,,,,,,0.24482278907597932,-2.7493840973373422,0.24141414007763995,0.25630202212551945,0.3132808676006973,42,,,,
phase_tracking,12,False,,,,,,,,,0.5876333746171558,-2.3686398333366023,0.5885684476440107,0.5999509734785713,0.5288608282315677,42,,,,
phase_tracking,13,False,,,,,,,,,0.8389236175197903,-1.8752115369447961,0.838513216111191,0.8484881978115819,0.8324699136699003,42,,,,
phase_tracking,14,False,,,,,,,,,1.1870485636916195,-1.2742560061800983,1.1866293303793016,1.1956621042844215,1.1987775475230293,42,,,,
phase_tracking,15,False,,,,,,,,,1.245349350732444,-0.22316959859766028,1.240926498965094,1.248369826699161,1.2674284155292543,42,,,,
phase_tracking,16,False,,,,,,,,,1.65612226127595,1.0583514655428434,1.6575151637966687,1.6642265310791524,1.7128442926009022,42,,,,
phase_tracking,17,False,,,,,,,,,1.989286792737511,1.91873600630597,1.989362168272276,1.9965518764076773,1.9975054006081283,42,,,,
phase_tracking,18,False,,,,,,,,,2.4155210859787086,2.3798690731766623,2.415393937455047,2.421640194778348,2.324552238790348,42,,,,
phase_tracking,19,False,,,,,,,,,2.8676245753480005,2.83392876044472,2.8674835849369753,2.8734580596874046,2.914218666056218,42,,,,
phase_tracking,20,False,,,,,,,,,-2.731839205161321,-2.7519537770429956,-2.726042215277745,-2.5269235254126317,-2.7063201996229984,42,,,,
phase_tracking,21,False,,,,,,,,,-2.333746441300476,-2.3520743172577596,-2.3338536663054548,-2.2969392853341732,-2.3683006595469225,42,,,,
phase_tracking,22,False,,,,,,,,,-1.9185980157465325,-1.9362354763517018,-1.9183187144258,-1.889136961292742,-1.9020604467475324,42,,,,
phase_tracking,23,False,,,,,,,,,-1.7812672619603207,-1.785752204651335,-1.7816816356643834,-1.7510692860140857,-1.765931716162333,42,,,,
phase_tracking,24,False,,,,,,,,,-1.4664893840405948,-1.4704984458492993,-1.4628165011770533,-1.4340097596266137,-1.4649045579032949,42,,,,
phase_tracking,25,False,,,,,,,,,-1.6537221473055277,-1.657079691120471,-1.6588954601163803,-1.629746654293299,-1.7121195790791286,42,,,,
phase_tracking,26,False,,,,,,,,,-1.73631008743413,-1.7210227774994376,-1.734661752074212,-1.7069544391173799,-1.796296593245646,42,,,,
phase_tracking,27,False,,,,,,,,,-1.307163481653284,-1.320149990648674,-1.302901152918497,-1.2757847841729892,-1.3445464914673035,42,,,,
phase_tracking,28,False,,,,,,,,,-1.4506337725849594,-1.4335495248418746,-1.4500309456414433,-1.4243849261152226,-1.4142294132839996,42,,,,
phase_tracking,29,False,,,,,,,,,-1.0547485845457905,-1.0537031267314543,-1.0481832083402969,-1.0230728609377393,-0.9996867926011843,42,,,,
phase_tracking,30,False,,,,,,,,,-0.9992284993095799,-1.0258640595385247,-1.0057840069932182,-0.9821414817664635,-0.9935600756218008,42,,,,
phase_tracking,31,False,,,,,,,,,-0.7736451020972615,-0.7777876680768432,-0.7710667961493245,-0.7500380082730365,-0.7476168374109733,42,,,,
phase_tracking,32,False,,,,,,,,,-0.32337465032778745,-0.3044870827065882,-0.3106912995529423,-0.29050734064207884,-0.3595054911868125,42,,,,
phase_tracking,33,False,,,,,,,,,-0.6044474272823392,-0.5774950041070244,-0.607228656152889,-0.5886934616161019,-0.5478471692521611,42,,,,
phase_tracking,34,False,,,,,,,,,-0.28888456677312124,-0.28480682287665937,-0.28383101148855694,-0.2664666118348751,-0.2607153383235987,42,,,,
phase_tracking,35,False,,,,,,,,,-0.22634588822079893,-0.24360810860325222,-0.23063410276867158,-0.21370985220956396,-0.1596862440811857,42,,,,
phase_tracking,36,False,,,,,,,,,0.39792695827239477,0.3721246718037796,0.40315146164009663,0.41873468063382724,0.4318765436596155,42,,,,
phase_tracking,37,False,,,,,,,,,0.8178964399781847,0.8098607064386218,0.8217407248673037,0.8365929535433372,0.8339582252418158,42,,,,
phase_tracking,38,False,,,,,,,,,1.1507718798258342,1.1401469882140791,1.1520741359845807,1.164988291945206,1.1543336739086607,42,,,,
phase_tracking,39,False,,,,,,,,,1.2377524306936891,1.2405278102502715,1.2380716820290374,1.2504986153612174,1.267865023246853,42,,,,
phase_tracking,40,False,,,,,,,,,1.3228507473136277,1.3143532600308019,1.3211817438994409,1.334126120532913,1.395887909334692,42,,,,
phase_tracking,41,False,,,,,,,,,1.7250225275413342,1.7281467390842922,1.7302081399394353,1.7421710563561303,1.7521125170762986,42,,,,
phase_tracking,42,False,,,,,,,,,1.4210197205151323,1.4201160031783049,1.4107913875007618,1.4212541742645364,1.3719879745218932,42,,,,
phase_tracking,43,False,,,,,,,,,0.919787629119682,0.9729520933666853,0.912359589080765,0.9225006047064905,0.8499783489847474,42,,,,
phase_tracking,44,False,,,,,,,,,1.4283880593533587,1.4514355640709287,1.4422435011666614,1.4537895473326072,1.5137333400505781,42,,,,
phase_tracking,45,False,,,,,,,,,1.6399131625493837,1.6397421066817408,1.6420583054494928,1.6523560498146583,1.6952547453969746,42,,,,
phase_tracking,46,False,,,,,,,,,1.9929054703074147,1.987305970456914,1.9967995157853613,2.006873178567127,2.001036596471364,42,,,,
phase_tracking,47,False,,,,,,,,,1.787143820670833,1.7811713276806955,1.7813448923575539,1.7913325435962966,1.7553065480820305,42,,,,
phase_tracking,48,False,,,,,,,,,1.685326502107812,1.693807749182187,1.6855539494151124,1.6954725585749912,1.697739579707811,42,,,,
phase_tracking,49,False,,,,,,,,,2.2636834008319067,2.229291836153184,2.268155215465235,2.277455398585319,2.359638176871165,42,,,,
