data_type,frame,is_slip_frame,mean,median,method,n_samples,n_t,p90,p95,p99,phi_DU,phi_EKF,phi_GN6,phi_IEKF4,phi_true,seed,sqrt_pcrb_nu,sqrt_pcrb_phi,sqrt_pcrb_tau,std
phase_tracking,50,False,,,,,,,,,2.3477113997697776,2.3433888900445954,2.3480932487002324,2.3570293195015815,2.3049557541527834,42,,,,
phase_tracking,51,False,,,,,,,,,2.6206781609867296,2.6220076668246133,2.624350283198911,2.6323308730338866,2.615851599475814,42,,,,
phase_tracking,52,False,,,,,,,,,2.6922139500221762,2.6880854329154964,2.692503715427513,2.700847136928921,2.6750586037605046,42,,,,
phase_tracking,53,False,,,,,,,,,2.7062452491338744,2.7276396807037893,2.7093904492893195,2.7172947749849605,2.709912253518713,42,,,,
phase_tracking,54,True,,,,,,,,,-0.8608636807245502,2.9028515773817514,2.79228234806064,2.4209052466898378,-0.25845958378303635,42,,,,
phase_tracking,55,False,,,,,,,,,-0.23897602397039197,-3.103212140649779,-2.2156046095071766,0.014559129812481864,-0.23281858037990943,42,,,,
phase_tracking,56,False,,,,,,,,,0.20818683826671558,-2.979896059573657,0.15189680188818055,0.23945276980489005,0.2580534266377348,42,,,,
phase_tracking,57,False,,,,,,,,,0.28933229899291524,-2.809207009100237,0.2871416260610875,0.31089573643556356,0.3111593321083084,42,,,,
phase_tracking,58,False,,,,,,,,,0.14311945933284465,-2.3442105581774517,0.13875944968720777,0.160306092689253,0.19444903689108273,42,,,,
phase_tracking,59,False,,,,,,,,,0.5604910195454371,-1.8777425220402963,0.5607545929540958,0.5799528563962202,0.5101998821527216,42,,,,
phase_tracking,60,True,,,,,,,,,-2.096427728858755,-2.225973028561964,-2.166623574301824,-1.6761100299003413,-2.2129223681803776,42,,,,
phase_tracking,61,False,,,,,,,,,-1.9917111893660362,-1.9891089964188737,-1.9928022076486165,-1.9598208839586628,-2.020062632961112,42,,,,
phase_tracking,62,False,,,,,,,,,-1.6284740256378327,-1.6102673635243663,-1.622067291282372,-1.6023324027329569,-1.634917155185052,42,,,,
phase_tracking,63,True,,,,,,,,,1.4280219997510715,-1.288612214715672,1.382308240807813,0.18234254907938485,1.5285346500092416,42,,,,
phase_tracking,64,False,,,,,,,,,1.4807304292464618,-0.6264037352249678,1.470436271873953,1.4545769093131744,1.4831390770589348,42,,,,
phase_tracking,65,False,,,,,,,,,1.8205482425698651,0.21857416235885818,1.8214222816613237,1.8327362664986442,1.8744395495081925,42,,,,
phase_tracking,66,False,,,,,,,,,1.9569148607045,1.3313386504740672,1.955708789240342,1.9670324010831806,1.9449790118499184,42,,,,
phase_tracking,67,False,,,,,,,,,2.204713080207946,2.084309002565603,2.2036399630683023,2.2139489758232784,2.2550371621554,42,,,,
phase_tracking,68,True,,,,,,,,,-1.3860494370761347,2.611192846364755,-1.3670476282910142,-1.1863743230875032,-1.244074041887158,42,,,,
phase_tracking,69,False,,,,,,,,,-1.3361107528571696,-2.6492537577960524,-1.3454734014646095,-1.3162092385531916,-1.3449358792851118,42,,,,
phase_tracking,70,False,,,,,,,,,-1.0277721474747423,-1.4602909774352542,-1.0253735848404508,-1.0006977030724804,-0.9588179265186763,42,,,,
phase_tracking,71,False,,,,,,,,,-0.904685334732604,-0.9278507884708462,-0.9087256782128792,-0.8850544397673037,-0.827051140452582,42,,,,
phase_tracking,72,False,,,,,,,,,-0.9152686218128845,-0.9364156611884606,-0.9237262336111498,-0.9019537417833035,-0.9080076880917312,42,,,,
phase_tracking,73,False,,,,,,,,,-0.3867055354852762,-0.41131899632009983,-0.3862683644616096,-0.3641686745877202,-0.4341571436505802,42,,,,
phase_tracking,74,False,,,,,,,,,0.2969106682947933,0.2574226089450571,0.2995364373942184,0.3201020330306199,0.322526480014222,42,,,,
phase_tracking,75,False,,,,,,,,,0.4243545276455709,0.41118498157517,0.42016062033245705,0.43761877796429927,0.4478719975207617,42,,,,
phase_tracking,76,False,,,,,,,,,1.0001645860230601,0.9843528556735617,1.0010787493455275,1.0157169342273296,1.0362869010717288,42,,,,
phase_tracking,77,False,,,,,,,,,1.5440477914286026,1.5248969702421942,1.5433003035088326,1.5564347904783755,1.5172040355322043,42,,,,
phase_tracking,78,True,,,,,,,,,-2.055536630804044,2.200597795084687,-2.039102087822593,-1.869744454657008,-1.9623786138657637,42,,,,
phase_tracking,79,False,,,,,,,,,-1.4944317062866608,3.0036124275908778,-1.498604213337145,-1.4649588466746182,-1.3971308935612003,42,,,,
phase_tracking,80,False,,,,,,,,,-1.0605266488789855,-2.190046287713712,-1.0605778952222185,-1.0291206484715585,-1.0374702138633527,42,,,,
phase_tracking,81,False,,,,,,,,,-0.961023721876205,-1.130984013929107,-0.9684094044936957,-0.9381310853902152,-0.9882700147455319,42,,,,
phase_tracking,82,False,,,,,,,,,-0.9515540639374032,-0.9863983678940609,-0.9612394291994426,-0.9322388550824563,-0.9232355554602538,42,,,,
phase_tracking,83,False,,,,,,,,,-0.8487519918513158,-0.8678373443914009,-0.8537097363025481,-0.8289138418244937,-0.8690355943706498,42,,,,
phase_tracking,84,False,,,,,,,,,-0.565640366673108,-0.5691259381307106,-0.561182147798414,-0.5348530067713257,-0.6018023106126433,42,,,,
phase_tracking,85,False,,,,,,,,,-0.6472639786266132,-0.6769946400155815,-0.6567536172285227,-0.6325422427035998,-0.5893375083259023,42,,,,
phase_tracking,86,False,,,,,,,,,-0.3878686052450653,-0.40298361027617613,-0.3886533401374619,-0.3644607810132814,-0.29149645942640134,42,,,,
phase_tracking,87,False,,,,,,,,,-0.09510192158968023,-0.1153275472244224,-0.09611748214066163,-0.07166807679935427,-0.08692549167583463,42,,,,
phase_tracking,88,False,,,,,,,,,0.11475308882336055,0.10690469402347924,0.11638375878065244,0.13949298271939803,0.0957812864808596,42,,,,
phase_tracking,89,False,,,,,,,,,0.20923717633550343,0.19668386597444787,0.2079579149107924,0.22970374104910363,0.23625114046326123,42,,,,
phase_tracking,90,False,,,,,,,,,0.08459488102584256,0.06862505170613753,0.07930848261211487,0.10207963796654962,0.11501207968528293,42,,,,
phase_tracking,91,False,,,,,,,,,0.2367151647610819,0.22879658718051576,0.23715501240551706,0.25766737717322163,0.2274851855173976,42,,,,
phase_tracking,92,False,,,,,,,,,0.30709421354941746,0.3005196173046105,0.3070100014383672,0.3267799204186925,0.351453029183892,42,,,,
phase_tracking,93,False,,,,,,,,,0.5551502326278195,0.542970562924483,0.5562251823190083,0.5763472400506409,0.5882240464212902,42,,,,
phase_tracking,94,False,,,,,,,,,0.43403799038556024,0.4352339826717646,0.4327474842264958,0.4519589031649951,0.49809368287053823,42,,,,
phase_tracking,95,False,,,,,,,,,0.24156179095476737,0.2419106933512487,0.23791471004766285,0.2549675117018033,0.24919549024514476,42,,,,
phase_tracking,96,True,,,,,,,,,-2.5165918999646726,0.29563011207612844,-2.3890407175051123,-1.3845800189475885,-2.701446736003639,42,,,,
phase_tracking,97,False,,,,,,,,,-2.0879724040764014,-0.17111925769917669,-2.073954967416094,-2.024470071731047,-2.0973909989706114,42,,,,
phase_tracking,98,False,,,,,,,,,-2.0269159694961125,-0.9585030513915154,-2.0265560754602125,-2.004464603849306,-2.0015057307715773,42,,,,
phase_tracking,99,False,,,,,,,,,-1.8446683891488147,-1.64181225479431,-1.8425531312849825,-1.8213987450909204,-1.806828541273284,42,,,,
ccdf_stats,,,0.35264543752298594,0.04047134466111091,EKF,3000,,1.8327515981604718,2.644653926438127,3.05651386434261,,,,,,,,,,0.7981991336988641
ccdf_stats,,,0.10392493795182824,0.03454787458129416,IEKF-4,3000,,0.10598719779070305,0.21841393838941528,2.512661464555699,,,,,,,,,,0.357058916847805
ccdf_stats,,,0.05983503937298729,0.03054234408816181,GN-6,3000,,0.08137246870244383,0.10235249215634044,0.9455922010548935,,,,,,,,,,0.21268757125619464
ccdf_stats,,,0.04381392826980348,0.030155587551454754,DU-tun-6,3000,,0.07780803598947336,0.09701827768436119,0.17759805991864536,,,,,,,,,,0.11806208304152188
pcrb,,,,,,,1,,,,,,,,,,0.07766234736525224,0.07940358406775166,0.10784275535773834,
pcrb,,,,,,,2,,,,,,,,,,0.05656328993104271,0.05774274461578869,0.08464328338290623,
pcrb,,,,,,,4,,,,,,,,,,0.04576698624410974,0.0422486429764621,0.06817758839218106,
pcrb,,,,,,,8,,,,,,,,,,0.03789475019242711,0.030925228389253524,0.05585190398126702,
pcrb,,,,,,,16,,,,,,,,,,0.031683316344143446,0.022704717774871694,0.04607975881964876,
