data_type,frame,improvement_vs_EKF_pct,is_slip_frame,mean,median,method,n_samples,n_seeds,n_t,p90,p95,p99,phase_error_mean,phase_error_std,phi_DU,phi_EKF,phi_GN6,phi_true,rmse_mean,rmse_sem,rmse_std,seed,slip_frame,sqrt_pcrb_nu,sqrt_pcrb_phi,sqrt_pcrb_tau,std
phase_tracking,30,,False,,,,,,,,,,,,-1.4981287235611747,-1.498943570882811,-1.4979527654955271,-1.519621824882742,,,,42,,,,,
phase_tracking,31,,False,,,,,,,,,,,,-1.340030031720359,-1.3454419797151795,-1.3409720105746332,-1.3228287845272837,,,,42,,,,,
phase_tracking,32,,False,,,,,,,,,,,,-1.0544437946399783,-1.0593761999489377,-1.0538429174788675,-1.0996496810746965,,,,42,,,,,
phase_tracking,33,,False,,,,,,,,,,,,-0.9899116361636273,-0.9971715534226275,-0.9922841546828032,-0.9878679442752243,,,,42,,,,,
phase_tracking,34,,False,,,,,,,,,,,,-0.7813576102882394,-0.7839674439193085,-0.7819067933179329,-0.7822327632139565,,,,42,,,,,
phase_tracking,35,,False,,,,,,,,,,,,-0.635563171014935,-0.6407985470782074,-0.6377530264315912,-0.6219646498063658,,,,42,,,,,
phase_tracking,36,,False,,,,,,,,,,,,-0.41078554867620287,-0.41604171182118854,-0.41155716240200313,-0.358771572105947,,,,42,,,,,
phase_tracking,37,,False,,,,,,,,,,,,-0.18012099768088152,-0.18487366734262212,-0.1801865304278878,-0.1377614878566944,,,,42,,,,,
phase_tracking,38,,False,,,,,,,,,,,,0.008444268670196653,0.004573579518300175,0.008303807654225004,0.06990931437841708,,,,42,,,,,
phase_tracking,39,,False,,,,,,,,,,,,0.18331521498217596,0.18036238290915385,0.1830311062192882,0.23562835748046806,,,,42,,,,,
phase_tracking,40,,False,,,,,,,,,,,,0.38166808399403473,0.38183287293535795,0.3821478693277842,0.40089645855475897,,,,42,,,,,
phase_tracking,41,,False,,,,,,,,,,,,0.6005243107652842,0.6006296830253168,0.6013512779358647,0.6065835873986383,,,,42,,,,,
phase_tracking,42,,False,,,,,,,,,,,,0.7364362663130448,0.7352122497282183,0.736096016778677,0.6730067140996097,,,,42,,,,,
phase_tracking,43,,False,,,,,,,,,,,,0.8069666855723705,0.8054043608276054,0.8053043845887089,0.7072255430061234,,,,42,,,,,
phase_tracking,44,,False,,,,,,,,,,,,0.9701324247955307,0.9689368973005426,0.9692051798938124,0.984229069420592,,,,42,,,,,
phase_tracking,45,,False,,,,,,,,,,,,1.0938435529797852,1.093094733063138,1.0929088143042813,1.1605985663024034,,,,42,,,,,
phase_tracking,46,,False,,,,,,,,,,,,1.320573942185706,1.317374431825514,1.3204146205954341,1.366322734379522,,,,42,,,,,
phase_tracking,47,,False,,,,,,,,,,,,1.4814592332040544,1.4797180478536678,1.4811576632019996,1.4538669293284414,,,,42,,,,,
phase_tracking,48,,False,,,,,,,,,,,,1.5946202680919814,1.5931053303509177,1.5936111521127057,1.5881100637906513,,,,42,,,,,
phase_tracking,49,,False,,,,,,,,,,,,1.7676927237117237,1.7659400842771795,1.7671249031133343,1.8706093978477316,,,,42,,,,,
phase_tracking,50,,False,,,,,,,,,,,,2.0182401066986673,2.019038606654192,2.0194787990193523,2.007950133922339,,,,42,,,,,
phase_tracking,51,,False,,,,,,,,,,,,2.2039563766459,2.2042848354771465,2.204758105963135,2.202474814822434,,,,42,,,,,
phase_tracking,52,,False,,,,,,,,,,,,2.373775651574486,2.374060995367449,2.3742858535589093,2.3543866412276966,,,,42,,,,,
phase_tracking,53,,False,,,,,,,,,,,,2.4881338054233186,2.4919870448180745,2.4881600976394402,2.501797890308344,,,,42,,,,,
phase_tracking,54,,True,,,,,,,,,,,,2.050406812364459,2.62860635103205,2.352499852861241,-0.4763637054333927,,,,42,,,,,
phase_tracking,55,,False,,,,,,,,,,,,0.5619644134189326,2.752211302186508,0.8510624890210083,-0.34549979738681325,,,,42,,,,,
phase_tracking,56,,False,,,,,,,,,,,,0.11383727703692426,2.84641521421765,0.2035269648431295,-0.1227230795232086,,,,42,,,,,
phase_tracking,57,,False,,,,,,,,,,,,0.06659070347403162,2.894333085087302,0.08889715102872175,0.010694673226575357,,,,42,,,,,
phase_tracking,58,,False,,,,,,,,,,,,0.10341356472821461,2.895382173201794,0.10531174050289094,0.1112501108039976,,,,42,,,,,
phase_tracking,59,,False,,,,,,,,,,,,0.3129224900178684,2.6930866814109233,0.3084597767431725,0.2967615246754094,,,,42,,,,,
phase_tracking,60,,True,,,,,,,,,,,,-1.5197307548149426,-2.9446710788468327,-1.291425610280783,-2.6325627223298627,,,,42,,,,,
phase_tracking,61,,False,,,,,,,,,,,,-2.099548328669072,-2.567569390591586,-2.034612668232427,-2.467762491992047,,,,42,,,,,
phase_tracking,62,,False,,,,,,,,,,,,-2.143979564921194,-2.285491948882888,-2.1317583630397885,-2.2677195898567115,,,,42,,,,,
phase_tracking,63,,True,,,,,,,,,,,,-0.6700359632328636,-2.0672749546076337,-2.958880459956531,1.0014887958389664,,,,42,,,,,
phase_tracking,64,,False,,,,,,,,,,,,0.6303395475513343,-1.8175512797595974,1.848833254730529,1.1136176370257385,,,,42,,,,,
phase_tracking,65,,False,,,,,,,,,,,,1.1127457801713492,-1.4857447333445333,1.4846807991986335,1.3189698540853598,,,,42,,,,,
phase_tracking,66,,False,,,,,,,,,,,,1.3972880441469275,-1.0410002941988648,1.4992301386620266,1.4559649106979338,,,,42,,,,,
phase_tracking,67,,False,,,,,,,,,,,,1.555454463148095,-0.3715403615029196,1.569939154961033,1.6420193015031277,,,,42,,,,,
phase_tracking,68,,True,,,,,,,,,,,,1.8496904027608059,-0.786431248801799,-0.2509741418730691,-1.4566084841863418,,,,42,,,,,
phase_tracking,69,,False,,,,,,,,,,,,-2.344786799725769,-1.1086094809573033,-0.9903762691167177,-1.358564435231756,,,,42,,,,,
phase_tracking,70,,False,,,,,,,,,,,,-1.51473264335907,-1.132355199773027,-1.1088795311969744,-1.1576712554752726,,,,42,,,,,
phase_tracking,71,,False,,,,,,,,,,,,-1.169455080993667,-1.0459794420328974,-1.0549567799944777,-1.0030548824007557,,,,42,,,,,
phase_tracking,72,,False,,,,,,,,,,,,-0.9420880771596742,-0.9010267281170403,-0.9232236272300183,-0.8892634970648099,,,,42,,,,,
phase_tracking,73,,False,,,,,,,,,,,,-0.6737502350179443,-0.6633341103011459,-0.6851412193931532,-0.6705017695270943,,,,42,,,,,
phase_tracking,74,,False,,,,,,,,,,,,-0.44623602666718565,-0.44148932756601367,-0.4692277424589819,-0.3974826795133968,,,,42,,,,,
phase_tracking,75,,False,,,,,,,,,,,,-0.29019800129928264,-0.28816440659940135,-0.3198919573975645,-0.24849785938853008,,,,42,,,,,
phase_tracking,76,,False,,,,,,,,,,,,-0.054637727303531225,-0.050500547591221245,-0.07620474862433202,-0.007936590203780902,,,,42,,,,,
phase_tracking,77,,False,,,,,,,,,,,,0.15758312069079494,0.15860909803814893,0.13915620240997884,0.1960044941667194,,,,42,,,,,
phase_tracking,78,,True,,,,,,,,,,,,1.9701364361252125,0.3695596898794302,-1.3177243057736054,-2.91491840292527,,,,42,,,,,
phase_tracking,79,,False,,,,,,,,,,,,3.0640387485415514,0.6499099547484688,-2.298978470382314,-2.7049577852646483,,,,42,,,,,
phase_tracking,80,,False,,,,,,,,,,,,-2.700909778965245,0.9662075915148698,-2.4232033912858864,-2.539426443700276,,,,42,,,,,
phase_tracking,81,,False,,,,,,,,,,,,-2.446575998164092,1.4205158720764635,-2.3836766338709134,-2.439482935898,,,,42,,,,,
phase_tracking,82,,False,,,,,,,,,,,,-2.3144128075281225,2.1502849560500863,-2.3099942533921975,-2.3378356153297717,,,,42,,,,,
phase_tracking,83,,False,,,,,,,,,,,,-2.2348002935018316,3.0664167549899464,-2.2525097895115636,-2.2403704420300756,,,,42,,,,,
phase_tracking,84,,False,,,,,,,,,,,,-2.051213494007031,-2.440863011056969,-2.079533307826631,-2.107882152301068,,,,42,,,,,
phase_tracking,85,,False,,,,,,,,,,,,-1.9797773504969236,-2.098002388313901,-2.0026989825655996,-2.025642491357434,,,,42,,,,,
phase_tracking,86,,False,,,,,,,,,,,,-1.8894038290531896,-1.9320545922706094,-1.908258968679763,-1.893907512119752,,,,42,,,,,
phase_tracking,87,,False,,,,,,,,,,,,-1.8170524622378539,-1.822618798409586,-1.8362143350273932,-1.782173180675344,,,,42,,,,,
phase_tracking,88,,False,,,,,,,,,,,,-1.6536376229589997,-1.6459904373551077,-1.6734859090960734,-1.6750406355120289,,,,42,,,,,
phase_tracking,89,,False,,,,,,,,,,,,-1.5436101600278167,-1.5380930152044023,-1.5603290461614565,-1.5707160650330567,,,,42,,,,,
phase_tracking,90,,False,,,,,,,,,,,,-1.4729101834490088,-1.4723136517050008,-1.4901978168352645,-1.518342100018216,,,,42,,,,,
phase_tracking,91,,False,,,,,,,,,,,,-1.3958617608724138,-1.3907317049841947,-1.4124963136560555,-1.4175247767699775,,,,42,,,,,
phase_tracking,92,,False,,,,,,,,,,,,-1.3145281357081007,-1.3161738981678848,-1.3302052885349676,-1.3151440012062652,,,,42,,,,,
phase_tracking,93,,False,,,,,,,,,,,,-1.2279004091070649,-1.231504290748679,-1.2411625479694393,-1.197457757877644,,,,42,,,,,
phase_tracking,94,,False,,,,,,,,,,,,-1.1592975266541472,-1.1671374650130704,-1.1734590429901597,-1.153099661826636,,,,42,,,,,
phase_tracking,95,,False,,,,,,,,,,,,-1.1165031370832939,-1.1207242774287516,-1.1297533059969105,-1.1348961629839232,,,,42,,,,,
phase_tracking,96,,True,,,,,,,,,,,,0.79731488651634,-0.8652725175610816,-1.416353138624167,2.1154066671120724,,,,42,,,,,
phase_tracking,97,,False,,,,,,,,,,,,1.8548409495393603,-0.6154044897698294,-3.0315255242918018,2.304539333065833,,,,42,,,,,
phase_tracking,98,,False,,,,,,,,,,,,2.2728886481600536,-0.23414684849826006,2.6990357636321187,2.3997909636918138,,,,42,,,,,
phase_tracking,99,,False,,,,,,,,,,,,2.466867275981139,0.37954148326636705,2.581059932969916,2.511283707759315,,,,42,,,,,
improvement_bar,,0.0,,,,EKF,,30,,,,,,,,,,,1.0880412586522907,0.04053495140465805,0.22201907251706932,,,,,,
improvement_bar,,26.559864202993626,,,,IEKF-4,,30,,,,,,,,,,,0.7990589778816997,0.024306110994201876,0.13313005276748688,,,,,,
improvement_bar,,50.325696790335215,,,,GN-6,,30,,,,,,,,,,,0.5404769138691919,0.022661381586989195,0.12412149879426201,,,,,,
improvement_bar,,60.57067525099909,,,,DU-tun-6,,30,,,,,,,,,,,0.4290073212771287,0.017788959744653367,0.09743414526697988,,,,,,
ccdf_stats,,,,0.49216249993616323,0.0375994729356135,EKF,3000,,,2.5671198947307707,2.971458341284239,3.1166199062748503,,,,,,,,,,,,,,,0.9647150955601494
ccdf_stats,,,,0.26440182393554185,0.03483073791644631,IEKF-4,3000,,,0.8571465897687564,2.260548266198602,3.0619382153227352,,,,,,,,,,,,,,,0.6643380488678793
ccdf_stats,,,,0.17273279016398707,0.030700112147038494,GN-6,3000,,,0.2993511701905881,1.1279663859161397,2.7298560932328773,,,,,,,,,,,,,,,0.49034053466246674
ccdf_stats,,,,0.14070368376544806,0.030753906574005008,DU-tun-6,3000,,,0.2745183287786926,0.90390811421772,2.3859789986216744,,,,,,,,,,,,,,,0.39576427206879355
pcrb,,,,,,,,,1,,,,,,,,,,,,,,,0.030017409387846555,0.059176829125273216,0.10784237149412639,
pcrb,,,,,,,,,2,,,,,,,,,,,,,,,0.028597270883694157,0.044933595416515766,0.0846427294249147,
pcrb,,,,,,,,,4,,,,,,,,,,,,,,,0.027465450852222528,0.03440508714280041,0.06817679716307894,
pcrb,,,,,,,,,8,,,,,,,,,,,,,,,0.02629411270612768,0.026330279493746788,0.0558508695942793,
pcrb,,,,,,,,,16,,,,,,,,,,,,,,,0.024817707975955578,0.02011646710073591,0.046078541351758706,
