data_type,frame,improvement_vs_EKF_pct,is_slip_frame,mean,median,method,n_samples,n_seeds,n_t,p90,p95,p99,phase_error_mean,phase_error_std,phi_DU,phi_EKF,phi_GN6,phi_true,rmse_mean,rmse_sem,rmse_std,seed,slip_frame,sqrt_pcrb_nu,sqrt_pcrb_phi,sqrt_pcrb_tau,std
recovery_time,13,,,,,IEKF-4,,30,,,,,0.016386897885013508,0.013438814102719767,,,,,,,,,20,,,,
recovery_time,13,,,,,GN-6,,30,,,,,0.01625678849434835,0.013490746681906378,,,,,,,,,20,,,,
recovery_time,13,,,,,DU-tun-6,,30,,,,,0.016087220361598487,0.013616608675460247,,,,,,,,,20,,,,
recovery_time,14,,,,,EKF,,30,,,,,0.025292268508666994,0.016272179113529905,,,,,,,,,20,,,,
recovery_time,14,,,,,IEKF-4,,30,,,,,0.02541967441676157,0.01585302672591916,,,,,,,,,20,,,,
recovery_time,14,,,,,GN-6,,30,,,,,0.025408871668891032,0.01590699791792112,,,,,,,,,20,,,,
recovery_time,14,,,,,DU-tun-6,,30,,,,,0.024999838690314805,0.015538652822916867,,,,,,,,,20,,,,
recovery_time,15,,,,,EKF,,30,,,,,0.022877733849711108,0.017990343172318478,,,,,,,,,20,,,,
recovery_time,15,,,,,IEKF-4,,30,,,,,0.022769544435483225,0.018207348886522465,,,,,,,,,20,,,,
recovery_time,15,,,,,GN-6,,30,,,,,0.022729541361247194,0.018181843858408545,,,,,,,,,20,,,,
recovery_time,15,,,,,DU-tun-6,,30,,,,,0.022294501739072384,0.0181179152180474,,,,,,,,,20,,,,
recovery_time,16,,,,,EKF,,30,,,,,0.026249554944181522,0.017869278402581994,,,,,,,,,20,,,,
recovery_time,16,,,,,IEKF-4,,30,,,,,0.02619076696737781,0.017792871524486505,,,,,,,,,20,,,,
recovery_time,16,,,,,GN-6,,30,,,,,0.026127427005300432,0.01785563550100888,,,,,,,,,20,,,,
recovery_time,16,,,,,DU-tun-6,,30,,,,,0.025678619659006568,0.01760152936715074,,,,,,,,,20,,,,
recovery_time,17,,,,,EKF,,30,,,,,0.022588176559276852,0.013527945329155465,,,,,,,,,20,,,,
recovery_time,17,,,,,IEKF-4,,30,,,,,0.022776808747727865,0.013288832415711065,,,,,,,,,20,,,,
recovery_time,17,,,,,GN-6,,30,,,,,0.02271360205054472,0.013266836172217375,,,,,,,,,20,,,,
recovery_time,17,,,,,DU-tun-6,,30,,,,,0.022379829465359304,0.01304245184853796,,,,,,,,,20,,,,
recovery_time,18,,,,,EKF,,30,,,,,0.02190061199654436,0.015774917265672355,,,,,,,,,20,,,,
recovery_time,18,,,,,IEKF-4,,30,,,,,0.021858218724555217,0.01597813600875224,,,,,,,,,20,,,,
recovery_time,18,,,,,GN-6,,30,,,,,0.02183697659826834,0.015919154876525943,,,,,,,,,20,,,,
recovery_time,18,,,,,DU-tun-6,,30,,,,,0.021510750124684612,0.01571084373789196,,,,,,,,,20,,,,
recovery_time,19,,,,,EKF,,30,,,,,0.0228998090546524,0.018027668297882514,,,,,,,,,20,,,,
recovery_time,19,,,,,IEKF-4,,30,,,,,0.022660439039015563,0.01809794945002454,,,,,,,,,20,,,,
recovery_time,19,,,,,GN-6,,30,,,,,0.022672439734979552,0.01800142282273802,,,,,,,,,20,,,,
recovery_time,19,,,,,DU-tun-6,,30,,,,,0.02238810959185152,0.017628702447283488,,,,,,,,,20,,,,
recovery_time,20,,,,,EKF,,30,,,,,3.0856844898497555,0.03671594176344934,,,,,,,,,20,,,,
recovery_time,20,,,,,IEKF-4,,30,,,,,2.8917634184717347,0.16262807696661447,,,,,,,,,20,,,,
recovery_time,20,,,,,GN-6,,30,,,,,2.6602197580275955,0.2986366948981811,,,,,,,,,20,,,,
recovery_time,20,,,,,DU-tun-6,,30,,,,,2.2070782037163,0.48309325820803056,,,,,,,,,20,,,,
recovery_time,21,,,,,EKF,,30,,,,,3.0334007082352388,0.07457522261106823,,,,,,,,,20,,,,
recovery_time,21,,,,,IEKF-4,,30,,,,,1.8532777611916762,0.6130198643888194,,,,,,,,,20,,,,
recovery_time,21,,,,,GN-6,,30,,,,,1.1350212983598889,0.5034409669347153,,,,,,,,,20,,,,
recovery_time,21,,,,,DU-tun-6,,30,,,,,0.7363165305236585,0.17663137242401078,,,,,,,,,20,,,,
recovery_time,22,,,,,EKF,,30,,,,,2.932369303201189,0.1418158096718687,,,,,,,,,20,,,,
recovery_time,22,,,,,IEKF-4,,30,,,,,0.7330896467347422,0.5207459809163558,,,,,,,,,20,,,,
recovery_time,22,,,,,GN-6,,30,,,,,0.363962532088769,0.18335105886012834,,,,,,,,,20,,,,
recovery_time,22,,,,,DU-tun-6,,30,,,,,0.23610863102820467,0.058741936515302615,,,,,,,,,20,,,,
recovery_time,23,,,,,EKF,,30,,,,,2.754321469399187,0.26050070720009394,,,,,,,,,20,,,,
recovery_time,23,,,,,IEKF-4,,30,,,,,0.7465307541345135,0.9976318898333333,,,,,,,,,20,,,,
recovery_time,23,,,,,GN-6,,30,,,,,0.10565691053476348,0.06120601997334973,,,,,,,,,20,,,,
recovery_time,23,,,,,DU-tun-6,,30,,,,,0.0711842899265895,0.027680529834110432,,,,,,,,,20,,,,
recovery_time,24,,,,,EKF,,30,,,,,2.439795480583185,0.4508320158049936,,,,,,,,,20,,,,
recovery_time,24,,,,,IEKF-4,,30,,,,,0.273363847926129,0.39546683145666583,,,,,,,,,20,,,,
recovery_time,24,,,,,GN-6,,30,,,,,0.03935888293738986,0.023705671322776102,,,,,,,,,20,,,,
recovery_time,24,,,,,DU-tun-6,,30,,,,,0.03316420777968161,0.019378088787615592,,,,,,,,,20,,,,
recovery_time,25,,,,,EKF,,30,,,,,1.9506328250329887,0.6629677654152274,,,,,,,,,20,,,,
recovery_time,25,,,,,IEKF-4,,30,,,,,0.08048163568266294,0.11055490982197677,,,,,,,,,20,,,,
recovery_time,25,,,,,GN-6,,30,,,,,0.026261797457278066,0.022012608864696418,,,,,,,,,20,,,,
recovery_time,25,,,,,DU-tun-6,,30,,,,,0.025588786247074325,0.021062779287506675,,,,,,,,,20,,,,
recovery_time,26,,,,,EKF,,30,,,,,1.3490013578808189,0.7836023073795497,,,,,,,,,20,,,,
recovery_time,26,,,,,IEKF-4,,30,,,,,0.03483675868964201,0.030070455147463374,,,,,,,,,20,,,,
recovery_time,26,,,,,GN-6,,30,,,,,0.024848266399798986,0.020682872473534963,,,,,,,,,20,,,,
recovery_time,26,,,,,DU-tun-6,,30,,,,,0.024396548296453362,0.020424522518609187,,,,,,,,,20,,,,
recovery_time,27,,,,,EKF,,30,,,,,0.7874949819112818,0.7653316186028469,,,,,,,,,20,,,,
recovery_time,27,,,,,IEKF-4,,30,,,,,0.02989962023660976,0.02433727376765855,,,,,,,,,20,,,,
recovery_time,27,,,,,GN-6,,30,,,,,0.027627228165748068,0.023634690450751363,,,,,,,,,20,,,,
recovery_time,27,,,,,DU-tun-6,,30,,,,,0.026332540212461526,0.023948911527024906,,,,,,,,,20,,,,
recovery_time,28,,,,,EKF,,30,,,,,0.4256517301117287,0.6342603362355941,,,,,,,,,20,,,,
recovery_time,28,,,,,IEKF-4,,30,,,,,0.025633587074767854,0.018263618434981727,,,,,,,,,20,,,,
recovery_time,28,,,,,GN-6,,30,,,,,0.025422796802782328,0.018023025830418777,,,,,,,,,20,,,,
recovery_time,28,,,,,DU-tun-6,,30,,,,,0.02507475791315463,0.018175080553786825,,,,,,,,,20,,,,
recovery_time,29,,,,,EKF,,30,,,,,0.21040311600562026,0.41114306191864514,,,,,,,,,20,,,,
recovery_time,29,,,,,IEKF-4,,30,,,,,0.024812793213979074,0.019906878727304407,,,,,,,,,20,,,,
recovery_time,29,,,,,GN-6,,30,,,,,0.023784436316698427,0.020063736864547432,,,,,,,,,20,,,,
recovery_time,29,,,,,DU-tun-6,,30,,,,,0.022416889252501418,0.01992446498176433,,,,,,,,,20,,,,
recovery_time,30,,,,,EKF,,30,,,,,0.08931166326159752,0.17162887952035724,,,,,,,,,20,,,,
recovery_time,30,,,,,IEKF-4,,30,,,,,0.022672526158007352,0.01767521706632183,,,,,,,,,20,,,,
recovery_time,30,,,,,GN-6,,30,,,,,0.023038604558715335,0.01834359628429859,,,,,,,,,20,,,,
recovery_time,30,,,,,DU-tun-6,,30,,,,,0.022155628263906692,0.016828441148735225,,,,,,,,,20,,,,
recovery_time,31,,,,,EKF,,30,,,,,0.044940141941444384,0.048566969559096534,,,,,,,,,20,,,,
recovery_time,31,,,,,IEKF-4,,30,,,,,0.023399662436101077,0.019429944898303134,,,,,,,,,20,,,,
recovery_time,31,,,,,GN-6,,30,,,,,0.02233908827753967,0.02036986008859185,,,,,,,,,20,,,,
recovery_time,31,,,,,DU-tun-6,,30,,,,,0.02191196342772129,0.01921647253974067,,,,,,,,,20,,,,
recovery_time,32,,,,,EKF,,30,,,,,0.024924160607742014,0.019660066272211778,,,,,,,,,20,,,,
recovery_time,32,,,,,IEKF-4,,30,,,,,0.024523255217965056,0.01713603885518559,,,,,,,,,20,,,,
recovery_time,32,,,,,GN-6,,30,,,,,0.023941213107823097,0.015908561767299868,,,,,,,,,20,,,,
recovery_time,32,,,,,DU-tun-6,,30,,,,,0.022947673699000207,0.015716263972404318,,,,,,,,,20,,,,
recovery_time,33,,,,,EKF,,30,,,,,0.024311681170481755,0.014646459280795153,,,,,,,,,20,,,,
recovery_time,33,,,,,IEKF-4,,30,,,,,0.023593561446399614,0.013922157525423109,,,,,,,,,20,,,,
recovery_time,33,,,,,GN-6,,30,,,,,0.023291262873323223,0.012375644717618121,,,,,,,,,20,,,,
recovery_time,33,,,,,DU-tun-6,,30,,,,,0.02263351781080368,0.012279713714362867,,,,,,,,,20,,,,
recovery_time,34,,,,,EKF,,30,,,,,0.028994262193751504,0.019384223684077148,,,,,,,,,20,,,,
recovery_time,34,,,,,IEKF-4,,30,,,,,0.027728485310868342,0.021154587919676483,,,,,,,,,20,,,,
recovery_time,34,,,,,GN-6,,30,,,,,0.026244759367555423,0.018283738206943578,,,,,,,,,20,,,,
recovery_time,34,,,,,DU-tun-6,,30,,,,,0.025809869378500005,0.018254744574827415,,,,,,,,,20,,,,
recovery_time,35,,,,,EKF,,30,,,,,0.02724401114426905,0.016571629567355674,,,,,,,,,20,,,,
recovery_time,35,,,,,IEKF-4,,30,,,,,0.025500150281282843,0.015975280991832062,,,,,,,,,20,,,,
recovery_time,35,,,,,GN-6,,30,,,,,0.024775701435665497,0.016022873880163324,,,,,,,,,20,,,,
recovery_time,35,,,,,DU-tun-6,,30,,,,,0.024369503427623274,0.015924865693143057,,,,,,,,,20,,,,
recovery_time,36,,,,,EKF,,30,,,,,0.025697081627185255,0.018588350570402007,,,,,,,,,20,,,,
recovery_time,36,,,,,IEKF-4,,30,,,,,0.026480431684924578,0.01737202836708704,,,,,,,,,20,,,,
recovery_time,36,,,,,GN-6,,30,,,,,0.02491538827503351,0.018496197267660202,,,,,,,,,20,,,,
recovery_time,36,,,,,DU-tun-6,,30,,,,,0.024832602851597954,0.0180876068923673,,,,,,,,,20,,,,
recovery_time,37,,,,,EKF,,30,,,,,0.02701242174096469,0.01838237855313698,,,,,,,,,20,,,,
recovery_time,37,,,,,IEKF-4,,30,,,,,0.02679367042191586,0.018746344519761947,,,,,,,,,20,,,,
recovery_time,37,,,,,GN-6,,30,,,,,0.02576537787063571,0.01849165909103057,,,,,,,,,20,,,,
recovery_time,37,,,,,DU-tun-6,,30,,,,,0.025323559738961922,0.018077893542015996,,,,,,,,,20,,,,
recovery_time,38,,,,,EKF,,30,,,,,0.026928606729951766,0.01999550818938126,,,,,,,,,20,,,,
recovery_time,38,,,,,IEKF-4,,30,,,,,0.02453513049712949,0.01773219103001896,,,,,,,,,20,,,,
recovery_time,38,,,,,GN-6,,30,,,,,0.024394604469022373,0.017609636834547113,,,,,,,,,20,,,,
recovery_time,38,,,,,DU-tun-6,,30,,,,,0.023941636130252672,0.017364507679697556,,,,,,,,,20,,,,
recovery_time,39,,,,,EKF,,30,,,,,0.02929622208602316,0.016581744856507444,,,,,,,,,20,,,,
recovery_time,39,,,,,IEKF-4,,30,,,,,0.027330332962117274,0.015391608285374015,,,,,,,,,20,,,,
recovery_time,39,,,,,GN-6,,30,,,,,0.02758748526392466,0.014797096949697571,,,,,,,,,20,,,,
recovery_time,39,,,,,DU-tun-6,,30,,,,,0.027093821350706194,0.014411208424438432,,,,,,,,,20,,,,
recovery_time,40,,,,,EKF,,30,,,,,0.02776481618873401,0.01625728403386438,,,,,,,,,20,,,,
recovery_time,40,,,,,IEKF-4,,30,,,,,0.025702642322334473,0.016042675491796592,,,,,,,,,20,,,,
recovery_time,40,,,,,GN-6,,30,,,,,0.026109902747453142,0.01565771959321759,,,,,,,,,20,,,,
recovery_time,40,,,,,DU-tun-6,,30,,,,,0.02585473293490696,0.015208491635501547,,,,,,,,,20,,,,
recovery_time,41,,,,,EKF,,30,,,,,0.02661659615158071,0.014330386585129867,,,,,,,,,20,,,,
recovery_time,41,,,,,IEKF-4,,30,,,,,0.024072055314946095,0.012818311221819716,,,,,,,,,20,,,,
recovery_time,41,,,,,GN-6,,30,,,,,0.024406840771232268,0.013147728879985799,,,,,,,,,20,,,,
recovery_time,41,,,,,DU-tun-6,,30,,,,,0.024119966572659586,0.013218265595679351,,,,,,,,,20,,,,
recovery_time,42,,,,,EKF,,30,,,,,0.02136097034579668,0.0182252802857291,,,,,,,,,20,,,,
recovery_time,42,,,,,IEKF-4,,30,,,,,0.021360975410948443,0.017082487498117374,,,,,,,,,20,,,,
recovery_time,42,,,,,GN-6,,30,,,,,0.021347146970276367,0.017560343288540715,,,,,,,,,20,,,,
recovery_time,42,,,,,DU-tun-6,,30,,,,,0.021038959270041423,0.017534161362759246,,,,,,,,,20,,,,
recovery_time,43,,,,,EKF,,30,,,,,0.024144776676766917,0.015816691050691528,,,,,,,,,20,,,,
recovery_time,43,,,,,IEKF-4,,30,,,,,0.023651535024099335,0.016556063250067858,,,,,,,,,20,,,,
recovery_time,43,,,,,GN-6,,30,,,,,0.02438195291593841,0.016292099252680013,,,,,,,,,20,,,,
recovery_time,43,,,,,DU-tun-6,,30,,,,,0.02420982322950304,0.0161401671515377,,,,,,,,,20,,,,
recovery_time,44,,,,,EKF,,30,,,,,0.022532825612226137,0.0186166788072127,,,,,,,,,20,,,,
recovery_time,44,,,,,IEKF-4,,30,,,,,0.02254398833526438,0.018542435470723654,,,,,,,,,20,,,,
recovery_time,44,,,,,GN-6,,30,,,,,0.022398318335847614,0.018741293091783805,,,,,,,,,20,,,,
recovery_time,44,,,,,DU-tun-6,,30,,,,,0.022063944130490547,0.01876439543486223,,,,,,,,,20,,,,
recovery_time,45,,,,,EKF,,30,,,,,0.027303143084829173,0.02103445552682064,,,,,,,,,20,,,,
recovery_time,45,,,,,IEKF-4,,30,,,,,0.027862622196942688,0.022255505210488538,,,,,,,,,20,,,,
recovery_time,45,,,,,GN-6,,30,,,,,0.027508769956639156,0.021790390656287094,,,,,,,,,20,,,,
recovery_time,45,,,,,DU-tun-6,,30,,,,,0.02716372471972338,0.02151318144605322,,,,,,,,,20,,,,
recovery_time,46,,,,,EKF,,30,,,,,0.022564446241802708,0.015081536887740624,,,,,,,,,20,,,,
recovery_time,46,,,,,IEKF-4,,30,,,,,0.022563689028351864,0.014841062022128967,,,,,,,,,20,,,,
recovery_time,46,,,,,GN-6,,30,,,,,0.022549992923857922,0.015360784111895119,,,,,,,,,20,,,,
recovery_time,46,,,,,DU-tun-6,,30,,,,,0.0221064607253064,0.015399239621976653,,,,,,,,,20,,,,
recovery_time,47,,,,,EKF,,30,,,,,0.01982965164661229,0.02019893514178529,,,,,,,,,20,,,,
recovery_time,47,,,,,IEKF-4,,30,,,,,0.020682010301913203,0.019425578323590636,,,,,,,,,20,,,,
recovery_time,47,,,,,GN-6,,30,,,,,0.020097553199395022,0.019661000275662616,,,,,,,,,20,,,,
recovery_time,47,,,,,DU-tun-6,,30,,,,,0.019849494263174408,0.019518646134231547,,,,,,,,,20,,,,
recovery_time,48,,,,,EKF,,30,,,,,0.020385507285275512,0.01504097738562332,,,,,,,,,20,,,,
recovery_time,48,,,,,IEKF-4,,30,,,,,0.020279957879225742,0.015247859997848771,,,,,,,,,20,,,,
recovery_time,48,,,,,GN-6,,30,,,,,0.020519726204270672,0.01481803629167459,,,,,,,,,20,,,,
recovery_time,48,,,,,DU-tun-6,,30,,,,,0.020292515982660367,0.014340703119693555,,,,,,,,,20,,,,
recovery_time,49,,,,,EKF,,30,,,,,0.023865380240482577,0.01761854355848544,,,,,,,,,20,,,,
recovery_time,49,,,,,IEKF-4,,30,,,,,0.024000395795228138,0.018048701457923023,,,,,,,,,20,,,,
recovery_time,49,,,,,GN-6,,30,,,,,0.02399905809488967,0.01788466945258225,,,,,,,,,20,,,,
recovery_time,49,,,,,DU-tun-6,,30,,,,,0.023689554943832826,0.017342254694090335,,,,,,,,,20,,,,
phase_tracking,0,,False,,,,,,,,,,,,-0.010214744583666224,-0.0022981786927749326,-0.014131415892280508,0.0,,,,42,,,,,
phase_tracking,1,,False,,,,,,,,,,,,0.3214133221941249,0.32530818287027685,0.3220917112140076,0.29466877520119095,,,,42,,,,,
phase_tracking,2,,False,,,,,,,,,,,,0.6393247478916604,0.6400933353029519,0.6397755526064168,0.5865452250651075,,,,42,,,,,
phase_tracking,3,,False,,,,,,,,,,,,0.9228808518750968,0.922508277209273,0.922685027176577,0.8636037997352135,,,,42,,,,,
phase_tracking,4,,False,,,,,,,,,,,,1.1797411689519572,1.179970564063745,1.179206072214889,1.1520190166380813,,,,42,,,,,
phase_tracking,5,,False,,,,,,,,,,,,1.5054005827742047,1.5039814915262149,1.505279915068142,1.484777547568993,,,,42,,,,,
phase_tracking,6,,False,,,,,,,,,,,,1.8346389182586984,1.8342364375007882,1.8351067353868817,1.7906435225886712,,,,42,,,,,
phase_tracking,7,,False,,,,,,,,,,,,2.134260084863916,2.1333414362082195,2.134362770330089,2.1530228676658982,,,,42,,,,,
phase_tracking,8,,False,,,,,,,,,,,,2.4316200880729877,2.4309376461668037,2.4315944237480966,2.4750840412452115,,,,42,,,,,
phase_tracking,9,,True,,,,,,,,,,,,2.4798645807923494,2.7114964139230784,2.6266168726476993,-0.3595942301482342,,,,42,,,,,
phase_tracking,10,,False,,,,,,,,,,,,0.891305554915931,2.9530212855163107,1.5092360269893677,-0.0903186858923748,,,,42,,,,,
phase_tracking,11,,False,,,,,,,,,,,,0.4127646230520372,-3.032323385318344,0.6112070990210241,0.1427805589732456,,,,42,,,,,
phase_tracking,12,,False,,,,,,,,,,,,0.5295096434590034,-2.806381888780517,0.5865352662291796,0.40249345814260407,,,,42,,,,,
phase_tracking,13,,False,,,,,,,,,,,,0.710992426523199,-2.586191544321467,0.7231195198834355,0.677724912202081,,,,42,,,,,
phase_tracking,14,,False,,,,,,,,,,,,0.9410369482227958,-2.4011460301277783,0.938740241761411,0.9608344699895062,,,,42,,,,,
phase_tracking,15,,False,,,,,,,,,,,,1.1620438976328797,-2.2682257429740162,1.1570527869994507,1.1768496618481556,,,,42,,,,,
phase_tracking,16,,False,,,,,,,,,,,,1.4203319416803835,-2.271841399555774,1.41738101824477,1.4648076824624292,,,,42,,,,,
phase_tracking,17,,False,,,,,,,,,,,,1.700117774633613,-2.49416680222555,1.6975813138736715,1.7191844501756153,,,,42,,,,,
phase_tracking,18,,False,,,,,,,,,,,,1.9970486436897108,-2.89904547754303,1.9907696985485712,1.9812184874637717,,,,42,,,,,
phase_tracking,19,,False,,,,,,,,,,,,2.2115753272989522,2.879646450951652,2.206242452673692,2.2944244660603808,,,,42,,,,,
phase_tracking,20,,False,,,,,,,,,,,,2.5693063250092587,2.7702054263049636,2.5674796525690606,2.624497129105075,,,,42,,,,,
phase_tracking,21,,False,,,,,,,,,,,,2.855131182495544,2.8996504292964476,2.8532917523431705,2.88395796738628,,,,42,,,,,
phase_tracking,22,,False,,,,,,,,,,,,3.114565391083806,3.1163892440204233,3.1135703648757946,-3.1123393105362984,,,,42,,,,,
phase_tracking,23,,False,,,,,,,,,,,,-2.944353567100444,-2.9558614393576192,-2.945457070547614,-2.8917008316565957,,,,42,,,,,
phase_tracking,24,,False,,,,,,,,,,,,-2.637598544264446,-2.649036876662694,-2.6369213916488174,-2.6418814929107053,,,,42,,,,,
phase_tracking,25,,False,,,,,,,,,,,,-2.447826386839048,-2.4625271844723136,-2.448644203964307,-2.504462821532012,,,,42,,,,,
phase_tracking,26,,False,,,,,,,,,,,,-2.2889234311958186,-2.3081841974567876,-2.29085095876432,-2.3382873139007714,,,,42,,,,,
phase_tracking,27,,False,,,,,,,,,,,,-2.0754978300489944,-2.096922048324095,-2.077154583010004,-2.0746632124122018,,,,42,,,,,
phase_tracking,28,,False,,,,,,,,,,,,-1.944423942230663,-1.9591210547303568,-1.946615242808641,-1.9235035826951996,,,,42,,,,,
phase_tracking,29,,False,,,,,,,,,,,,-1.7153705835782198,-1.7212854419973798,-1.715901980449659,-1.6773574787481027,,,,42,,,,,
